Rank,Year,Position,Name,Age,Games,Plate_Appearances,At_Bats,Runs,Hits,Doubles,Triples,Home_Runs,Runs_Batted_In,Stolen_Bases,Caught_Stealing,Base_On_Balls,Strikeouts,Batting_Average,On_Base_Percentage,Slugging_Percentage,On_Base_Plus_Slugging_Percentage,On_Base_Plus_Slugging_Percentage_Plus,Total_Bases,Double_Plays_Grounded_Into,Times_Hit_By_Pitch,Sacrifice_Hits,Sacrifice_Flies,Intentional_Bases_on_Balls,Dominant_Hand,Switch_Hitter
14,1901,OF,George Browne,25,8,30,26,2,5,1,0,0,4,2,0,1,4,0.192,0.25,0.231,0.481,39,6,0,1,0,0,0,Left,No
15,1901,2B,Bert Conn?,21,5,19,18,2,4,1,0,0,0,0,0,0,5,0.222,0.263,0.278,0.541,55,5,0,1,0,0,0,Right,No
16,1901,P,Al Orth,28,41,134,128,14,36,6,0,1,15,3,0,3,11,0.281,0.303,0.352,0.655,88,45,0,1,0,0,0,Left,No
17,1901,P,Bill Duggleby?,27,35,122,115,10,19,2,1,0,5,2,0,3,29,0.165,0.193,0.2,0.393,13,23,0,1,3,0,0,Right,No
18,1901,P,Red Donahue,28,34,120,113,11,11,2,0,0,2,0,0,4,25,0.097,0.128,0.115,0.243,-30,13,0,0,3,0,0,Right,No
19,1901,P,Doc White,22,31,108,98,15,27,3,1,1,10,1,0,2,12,0.276,0.297,0.357,0.654,87,35,0,1,7,0,0,Left,No
20,1901,P,Happy Townsend,22,19,65,64,2,7,1,1,0,5,1,0,0,14,0.109,0.123,0.156,0.279,-20,10,0,1,0,0,0,Right,No
21,1901,P,Jack Dunn,28,2,3,1,1,1,0,0,0,0,0,0,1,0,1.0,1.0,1.0,2.0,475,1,0,0,0,0,0,Right,No
1,1900,C,Ed McFarland,26,94,387,344,50,105,14,8,0,38,9,0,29,18,0.305,0.364,0.392,0.757,109,135,0,3,11,0,0,Right,No
2,1900,1B,Ed Delahanty,32,131,601,539,82,174,32,10,2,109,16,0,41,36,0.323,0.378,0.43,0.809,123,232,0,7,14,0,0,Right,No
3,1900,2B,Nap Lajoie,25,102,471,451,95,152,33,12,7,92,22,0,10,8,0.337,0.362,0.51,0.872,140,230,0,8,2,0,0,Right,No
4,1900,SS,Monte Cross,30,131,530,466,59,94,11,3,3,62,19,0,51,51,0.202,0.289,0.258,0.546,52,120,0,6,7,0,0,Right,No
5,1900,3B,Harry Wolverton,26,101,414,383,42,108,10,8,3,58,4,0,20,13,0.282,0.323,0.373,0.696,92,143,0,3,8,0,0,Right,Yes
6,1900,OF,Roy Thomas,26,140,675,531,132,168,4,3,0,33,37,0,115,52,0.316,0.451,0.335,0.786,119,178,0,15,14,0,0,Left,No
7,1900,OF,Elmer Flick,24,138,623,545,106,200,32,16,11,110,35,0,56,30,0.367,0.441,0.545,0.986,172,297,0,16,6,0,0,Left,No
8,1900,OF,Jimmy Slagle,26,141,664,574,115,165,16,9,0,45,34,0,60,37,0.287,0.358,0.347,0.705,95,199,0,3,27,0,0,Left,No
9,1900,IF,Joe Dolan?,27,74,286,257,39,51,7,3,1,27,10,0,16,26,0.198,0.259,0.261,0.52,44,67,0,5,8,0,0,Right,No
10,1900,C,Klondike Douglass,28,50,176,160,23,48,9,4,0,25,7,0,13,8,0.3,0.36,0.406,0.766,112,65,0,2,1,0,0,Left,No
11,1900,IF,Pearce Chiles,33,33,120,111,13,24,6,2,1,23,4,0,6,6,0.216,0.256,0.333,0.59,62,37,0,0,3,0,0,Right,No
12,1900,C,Morgan Murphy,33,11,37,36,2,10,0,1,0,3,0,0,0,3,0.278,0.278,0.333,0.611,69,12,0,0,1,0,0,Right,No
13,1900,3B,Bert Myers,26,7,31,28,5,5,1,0,0,2,1,0,3,3,0.179,0.258,0.214,0.472,31,6,0,0,0,0,0,Right,No
14,1900,3B,Charlie Ziegler?,25,3,11,11,0,3,0,0,0,1,0,0,0,1,0.273,0.273,0.273,0.545,51,3,0,0,0,0,0,Right,No
15,1900,C,Fred Jacklitsch,24,5,11,11,0,2,1,0,0,3,0,0,0,2,0.182,0.182,0.273,0.455,25,3,0,0,0,0,0,Right,No
16,1900,P,Al Orth,27,39,132,129,6,40,4,1,1,21,2,0,2,16,0.31,0.326,0.38,0.706,95,49,0,1,0,0,0,Left,No
17,1900,P,Red Donahue,27,32,99,90,9,20,0,0,0,12,1,0,3,18,0.222,0.255,0.222,0.478,33,20,0,1,5,0,0,Right,No
18,1900,P,Chick Fraser,26,29,96,85,8,22,4,1,0,10,2,0,5,21,0.259,0.308,0.329,0.637,76,28,0,1,5,0,0,Right,No
19,1900,P,Bill Bernhard,29,32,94,91,7,14,1,0,0,6,0,0,3,18,0.154,0.181,0.165,0.346,-4,15,0,0,0,0,0,Right,Yes
20,1900,P,Wiley Piatt,25,22,74,68,8,17,0,1,0,7,1,0,4,5,0.25,0.301,0.279,0.581,61,19,0,1,1,0,0,Left,No
21,1900,P,Jack Dunn,27,10,33,33,3,10,1,0,0,5,1,0,0,2,0.303,0.303,0.333,0.636,76,11,0,0,0,0,0,Right,No
22,1900,P,Al Maul,34,5,17,15,2,3,0,0,0,1,0,0,2,3,0.2,0.294,0.2,0.494,38,3,0,0,0,0,0,Right,No
23,1900,P,Bert Conn,20,6,9,9,4,3,1,0,0,1,0,0,0,0,0.333,0.333,0.444,0.778,114,4,0,0,0,0,0,Right,No
24,1900,P,Warren McLaughlin?,24,1,3,2,0,1,0,0,0,0,0,0,1,0,0.5,0.667,0.5,1.167,225,1,0,0,0,0,0,Right,No
1,1899,C,Ed McFarland,25,96,371,324,59,108,22,9,2,57,9,0,36,9,0.333,0.403,0.475,0.879,143,154,0,2,9,0,0,Right,No
2,1899,1B,Duff Cooley,26,94,445,406,75,112,15,8,1,31,15,0,29,22,0.276,0.33,0.36,0.69,91,146,0,4,6,0,0,Left,No
3,1899,2B,Nap Lajoie,24,77,337,312,70,118,19,9,6,70,13,0,12,7,0.378,0.419,0.554,0.974,169,173,0,10,3,0,0,Right,No
4,1899,SS,Monte Cross,29,154,649,557,85,143,25,6,3,65,26,0,56,49,0.257,0.335,0.339,0.675,87,189,0,10,26,0,0,Right,No
5,1899,3B,Billy Lauder,25,151,626,583,74,156,17,6,3,90,15,0,34,24,0.268,0.31,0.333,0.643,78,194,0,2,7,0,0,Right,No
6,1899,OF,Roy Thomas,25,150,702,547,137,178,12,4,0,47,42,0,115,45,0.325,0.457,0.362,0.819,128,198,0,17,23,0,0,Left,No
7,1899,OF,Elmer Flick,23,127,546,485,98,166,22,11,2,98,31,0,42,31,0.342,0.407,0.445,0.852,136,216,0,11,8,0,0,Left,No
8,1899,OF,Ed Delahanty,31,146,645,581,135,238,55,9,9,137,30,0,55,22,0.41,0.464,0.582,1.046,189,338,0,4,5,0,0,Right,No
9,1899,UT,Pearce Chiles,32,97,356,338,57,108,28,7,2,76,6,0,16,19,0.32,0.352,0.462,0.814,125,156,0,1,1,0,0,Right,No
10,1899,C,Klondike Douglass,27,77,295,275,26,70,6,6,0,27,7,0,10,3,0.255,0.296,0.32,0.616,71,88,0,6,4,0,0,Left,No
11,1899,2B,Joe Dolan?,26,61,238,222,27,57,6,3,1,30,3,0,11,19,0.257,0.298,0.324,0.622,73,72,0,2,3,0,0,Right,No
12,1899,1B,Billy Goeckel,27,37,154,141,17,37,3,1,0,16,6,0,1,3,0.262,0.283,0.298,0.581,61,42,0,3,9,0,0,Right,No
13,1899,2B,Red Owens,24,8,24,21,0,1,0,0,0,1,0,0,2,3,0.048,0.13,0.048,0.178,-50,1,0,0,1,0,0,Right,No
14,1899,2B,Harry Croft?,23,2,8,7,0,1,0,0,0,0,0,0,1,0,0.143,0.25,0.143,0.393,10,1,0,0,0,0,0,Right,No
15,1899,MI,Dave Fultz,24,2,5,5,0,2,0,0,0,0,1,0,0,0,0.4,0.4,0.4,0.8,122,2,0,0,0,0,0,Right,No
16,1899,P,Wiley Piatt,24,40,130,122,11,33,2,2,0,10,0,0,5,18,0.27,0.299,0.32,0.619,72,39,0,0,3,0,0,Left,No
17,1899,P,Chick Fraser,25,40,125,117,19,21,4,1,0,11,2,0,6,22,0.179,0.226,0.231,0.457,27,27,0,1,1,0,0,Right,No
18,1899,P,Red Donahue,26,35,120,111,12,20,0,0,0,7,2,0,2,21,0.18,0.209,0.18,0.389,8,20,0,2,5,0,0,Right,No
19,1899,P,Al Orth,26,22,64,62,5,13,3,1,1,5,2,0,1,3,0.21,0.222,0.339,0.561,55,21,0,0,1,0,0,Left,No
20,1899,P,Bill Bernhard,28,21,56,54,5,13,1,0,0,2,1,0,2,7,0.241,0.268,0.259,0.527,47,14,0,0,0,0,0,Right,Yes
21,1899,P,Jack Fifield,27,14,38,35,2,9,0,0,0,2,0,0,3,4,0.257,0.316,0.257,0.573,60,9,0,0,0,0,0,Right,No
22,1899,P,Bill Magee,23,9,33,31,0,5,0,0,0,2,0,0,1,4,0.161,0.188,0.161,0.349,-3,5,0,0,1,0,0,Right,No
23,1899,P,George Wheeler,29,6,19,17,2,4,1,0,1,3,1,0,1,2,0.235,0.278,0.471,0.748,106,8,0,0,1,0,0,Right,Yes
1,1898,C,Ed McFarland,24,121,484,429,65,121,21,5,3,71,4,0,44,23,0.282,0.352,0.375,0.727,112,161,0,2,9,0,0,Right,No
2,1898,1B,Klondike Douglass,26,146,673,582,105,150,26,4,2,48,18,0,55,20,0.258,0.333,0.326,0.66,92,190,0,11,25,0,0,Left,No
3,1898,2B,Nap Lajoie,23,147,641,608,113,197,43,11,6,127,25,0,21,23,0.324,0.354,0.461,0.814,137,280,0,7,5,0,0,Right,No
4,1898,SS,Monte Cross,28,149,599,525,68,135,25,5,1,50,20,0,55,46,0.257,0.337,0.33,0.666,94,173,0,8,11,0,0,Right,No
5,1898,3B,Billy Lauder,24,97,393,361,42,95,14,7,2,67,6,0,19,27,0.263,0.3,0.357,0.657,91,129,0,0,13,0,0,Right,No
6,1898,OF,Elmer Flick,22,134,565,453,84,137,16,13,8,81,23,0,86,36,0.302,0.43,0.448,0.878,156,203,0,15,11,0,0,Left,No
7,1898,OF,Ed Delahanty,30,144,640,548,115,183,36,9,4,92,58,0,77,29,0.334,0.426,0.454,0.88,156,249,0,11,4,0,0,Right,No
8,1898,OF,Duff Cooley,25,149,692,629,123,196,24,12,4,55,17,0,48,38,0.312,0.364,0.407,0.771,124,256,0,4,11,0,0,Left,No
9,1898,3B,Ed Abbaticchio,21,25,102,92,9,21,4,0,0,14,4,0,7,15,0.228,0.29,0.272,0.562,64,25,0,1,2,0,0,Right,No
10,1898,C,Morgan Murphy,31,25,96,86,6,17,3,0,0,11,0,0,6,14,0.198,0.258,0.233,0.491,43,20,0,1,3,0,0,Right,No
11,1898,3B,Billy Nash,33,20,81,70,9,17,2,1,0,9,0,0,11,10,0.243,0.346,0.3,0.646,88,21,0,0,0,0,0,Right,No
12,1898,OF,Sam Thompson,38,14,67,63,14,22,5,3,1,15,2,0,4,1,0.349,0.388,0.571,0.959,178,36,0,0,0,0,0,Left,No
13,1898,OF,Dave Fultz,23,19,61,55,7,10,2,2,0,5,1,0,6,7,0.182,0.262,0.291,0.553,61,16,0,0,0,0,0,Right,No
14,1898,3B,Kid Elberfeld,23,14,52,38,1,9,4,0,0,7,0,0,5,5,0.237,0.42,0.342,0.762,122,13,0,7,2,0,0,Right,No
15,1898,UT,Ike Fisher,27,9,27,26,0,3,1,0,0,0,1,0,0,9,0.115,0.148,0.154,0.302,-12,4,0,1,0,0,0,Right,No
16,1898,UT,Jack Boyle,31,6,24,22,0,2,0,1,0,3,0,0,1,1,0.091,0.13,0.182,0.312,-9,4,0,0,1,0,0,Right,No
17,1898,,George Stallings,30,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,Right,No
18,1898,P,Al Orth,25,39,133,123,17,36,6,4,1,14,1,0,3,15,0.293,0.31,0.431,0.74,115,53,0,0,7,0,0,Left,No
19,1898,P,Wiley Piatt,23,41,130,122,19,32,2,1,0,9,0,0,6,21,0.262,0.302,0.295,0.597,74,36,0,1,1,0,0,Left,No
20,1898,P,Red Donahue,25,35,123,112,8,16,0,1,0,10,1,0,4,22,0.143,0.172,0.161,0.333,-3,18,0,0,7,0,0,Right,No
21,1898,P,Jack Fifield,26,21,72,64,5,7,1,1,0,4,1,0,5,7,0.109,0.174,0.156,0.33,-4,10,0,0,3,0,0,Right,No
22,1898,P,George Wheeler,28,15,49,43,5,8,1,0,0,3,0,0,3,3,0.186,0.239,0.209,0.448,31,9,0,0,3,0,0,Right,Yes
23,1898,P,Davy Dunkle,25,12,29,28,2,6,1,0,0,1,0,0,1,2,0.214,0.241,0.25,0.491,43,7,0,0,0,0,0,Right,Yes
24,1898,P,Bill Duggleby?,24,9,26,21,4,5,1,0,1,6,0,0,4,4,0.238,0.36,0.429,0.789,129,9,0,0,1,0,0,Right,No
25,1898,P,Ed Murphy?,21,7,15,14,0,5,0,0,0,3,0,0,0,0,0.357,0.357,0.357,0.714,108,5,0,0,1,0,0,Right,No
26,1898,P,Bert Conn,18,1,3,3,1,1,0,1,0,1,0,0,0,1,0.333,0.333,1.0,1.333,285,3,0,0,0,0,0,Right,No
27,1898,P,Bob Becker,22,1,2,1,0,0,0,0,0,0,0,0,1,1,0.0,0.5,0.0,0.5,48,0,0,0,0,0,0,Left,No
1,1897,C,Jack Boyle,30,75,315,288,37,73,9,1,2,36,3,0,19,13,0.253,0.306,0.313,0.619,65,90,0,3,5,0,0,Right,No
2,1897,1B,Nap Lajoie,22,127,577,545,107,197,40,23,9,127,20,0,15,25,0.361,0.392,0.569,0.96,155,310,0,12,5,0,0,Right,No
3,1897,2B,Phil Geier,20,92,380,316,51,88,6,2,1,35,19,0,56,31,0.278,0.392,0.32,0.712,91,101,0,3,5,0,0,Left,No
4,1897,SS,Sam Gillen?,29,75,319,270,32,70,10,3,0,27,2,0,35,23,0.259,0.353,0.319,0.671,80,86,0,4,10,0,0,Right,No
5,1897,3B,Billy Nash,32,104,410,337,45,87,20,2,0,39,4,0,60,20,0.258,0.373,0.329,0.703,88,111,0,2,11,0,0,Right,No
6,1897,OF,Ed Delahanty,29,129,598,530,109,200,40,15,5,96,26,0,60,23,0.377,0.444,0.538,0.981,161,285,0,3,5,0,0,Right,No
7,1897,OF,Duff Cooley,24,133,629,566,124,186,14,13,4,40,31,0,51,39,0.329,0.386,0.42,0.807,115,238,0,2,10,0,0,Left,No
8,1897,OF,Tommy Dowd,28,91,418,391,68,114,14,4,0,43,30,0,19,10,0.292,0.324,0.348,0.672,80,136,0,0,8,0,0,Right,No
9,1897,IF,Lave Cross,31,88,366,344,37,89,17,5,3,51,10,0,10,15,0.259,0.282,0.363,0.645,72,125,0,1,11,0,0,Right,No
10,1897,C,Jack Clements,32,55,207,185,18,44,4,2,6,36,3,0,12,3,0.238,0.305,0.378,0.684,82,70,0,6,4,0,0,Left,No
11,1897,SS,Frank Shugart,30,40,172,163,20,41,8,2,5,25,5,0,8,11,0.252,0.287,0.417,0.704,87,68,0,0,1,0,0,Left,No
12,1897,C,Ed McFarland,23,38,155,130,18,29,3,5,1,16,2,0,14,10,0.223,0.308,0.346,0.654,75,45,0,2,9,0,0,Right,No
13,1897,2B,Bill Hallman,30,31,142,126,16,33,3,0,0,15,1,0,8,8,0.262,0.326,0.286,0.612,64,36,0,4,4,0,0,Right,No
14,1897,C,Mike Grady,27,4,14,13,1,2,0,0,0,0,0,0,1,4,0.154,0.214,0.154,0.368,-1,2,0,0,0,0,0,Right,No
15,1897,OF,Sam Thompson,37,3,14,13,2,3,0,1,0,3,0,0,1,2,0.231,0.286,0.385,0.67,78,5,0,0,0,0,0,Left,No
16,1897,2B,Kohly Miller?,24,3,13,11,2,2,0,0,0,1,0,0,2,2,0.182,0.308,0.182,0.49,32,2,0,0,0,0,0,Right,No
17,1897,2B,Ed Abbaticchio,20,3,11,10,0,3,0,0,0,0,0,0,1,2,0.3,0.364,0.3,0.664,78,3,0,0,0,0,0,Right,No
18,1897,UT,George Stallings,29,2,9,9,1,2,1,0,0,0,0,0,0,1,0.222,0.222,0.333,0.556,47,3,0,0,0,0,0,Right,No
19,1897,P,Al Orth,24,53,157,152,26,50,7,4,1,17,5,0,3,8,0.329,0.342,0.447,0.789,110,68,0,0,2,0,0,Left,No
20,1897,P,Jack Taylor,24,43,148,139,12,35,6,1,1,17,0,0,7,17,0.252,0.288,0.331,0.619,65,46,0,0,2,0,0,Right,No
21,1897,P,Jack Fifield,25,27,88,77,11,18,3,0,2,6,0,0,9,12,0.234,0.314,0.351,0.665,77,27,0,0,2,0,0,Right,No
22,1897,P,George Wheeler,27,26,84,79,11,16,7,0,0,0,2,0,4,9,0.203,0.241,0.291,0.532,42,23,0,0,1,0,0,Right,Yes
23,1897,P,Davy Dunkle,24,7,26,23,2,4,1,0,0,1,0,0,2,9,0.174,0.24,0.217,0.457,23,5,0,0,1,0,0,Right,Yes
24,1897,P,Kid Carsey,24,4,14,13,1,3,0,0,0,1,0,0,0,0,0.231,0.231,0.231,0.462,23,3,0,0,1,0,0,Left,No
25,1897,P,Youngy Johnson?,23,5,13,13,0,1,0,0,0,0,0,0,0,1,0.077,0.077,0.077,0.154,-59,1,0,0,0,0,0,Right,No
26,1897,P,Bob Becker,21,5,11,9,1,1,0,0,0,1,0,0,2,3,0.111,0.273,0.111,0.384,5,1,0,0,0,0,0,Left,No
27,1897,P,Tully Sparks,22,1,3,3,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
28,1897,P,Tom Lipp?,27,1,1,1,0,1,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0,435,1,0,0,0,0,0,Right,No
1,1896,C,Mike Grady,26,72,267,242,49,77,20,7,1,44,10,0,16,19,0.318,0.382,0.471,0.853,125,114,0,9,0,0,0,Right,No
2,1896,1B,Dan Brouthers,38,57,267,218,42,75,13,3,1,41,7,0,44,11,0.344,0.462,0.445,0.907,141,97,0,4,1,0,0,Left,No
3,1896,2B,Bill Hallman,29,120,534,469,82,150,21,3,2,83,16,0,45,23,0.32,0.382,0.39,0.772,104,183,0,2,18,0,0,Right,No
4,1896,SS,Billy Hulen,26,88,403,339,87,90,18,7,0,38,23,0,55,20,0.265,0.368,0.36,0.728,93,122,0,0,9,0,0,Left,No
5,1896,3B,Billy Nash,31,65,269,227,29,56,9,1,3,30,3,0,34,21,0.247,0.355,0.335,0.69,83,76,0,4,4,0,0,Right,No
6,1896,OF,Sam Thompson,36,119,554,517,103,154,28,7,12,100,12,0,28,13,0.298,0.341,0.449,0.79,108,232,0,6,3,0,0,Left,No
7,1896,OF,Duff Cooley,23,64,314,287,63,88,6,4,2,22,18,0,18,16,0.307,0.348,0.376,0.724,91,108,0,0,9,0,0,Left,No
8,1896,OF,Ed Delahanty,28,123,574,499,131,198,44,17,13,126,37,0,62,22,0.397,0.472,0.631,1.103,190,315,0,9,4,0,0,Right,No
9,1896,IF,Lave Cross,30,106,453,406,63,104,23,5,1,73,8,0,32,14,0.256,0.312,0.345,0.657,74,140,0,1,14,0,0,Right,No
10,1896,OF,Joe Sullivan?,26,48,220,191,45,48,5,3,2,24,9,0,18,12,0.251,0.347,0.34,0.687,82,65,0,10,1,0,0,Right,No
11,1896,C,Jack Clements,31,57,212,184,35,66,5,7,5,45,2,0,17,14,0.359,0.427,0.543,0.971,156,100,0,5,6,0,0,Left,No
12,1896,1B,Nap Lajoie,21,39,178,175,36,57,12,7,4,42,7,0,1,11,0.326,0.33,0.543,0.872,129,95,0,0,2,0,0,Right,No
13,1896,C,Jack Boyle,29,40,158,145,17,43,4,1,1,28,3,0,6,7,0.297,0.346,0.359,0.705,87,52,0,5,2,0,0,Right,No
14,1896,OF,Sam Mertes,23,37,157,143,20,34,4,4,0,14,19,0,8,10,0.238,0.288,0.322,0.609,61,46,0,2,4,0,0,Right,No
15,1896,UT,Phil Geier,19,17,65,56,12,13,0,1,0,6,3,0,6,7,0.232,0.317,0.268,0.585,56,15,0,1,2,0,0,Left,No
16,1896,SS,William Gallagher?,22,14,61,49,9,15,2,0,0,6,0,0,10,0,0.306,0.433,0.347,0.78,108,17,0,1,1,0,0,Right,No
17,1896,OF,Tuck Turner,29,13,40,32,12,7,2,0,0,0,6,0,8,5,0.219,0.375,0.281,0.656,75,9,0,0,0,0,0,Right,Yes
18,1896,IF,Ben Ellis?,25,4,19,16,0,1,0,0,0,0,0,0,3,6,0.063,0.211,0.063,0.273,-26,1,0,0,0,0,0,Right,No
19,1896,SS,Dan Leahy?,25,2,7,6,0,2,1,0,0,1,0,0,1,2,0.333,0.429,0.5,0.929,145,3,0,0,0,0,0,Right,No
20,1896,P,Jack Taylor,23,47,174,157,10,29,6,0,0,18,0,0,9,18,0.185,0.229,0.223,0.452,20,35,0,0,8,0,0,Right,No
21,1896,P,Kid Carsey,23,27,95,81,13,18,2,2,0,7,1,0,11,12,0.222,0.315,0.296,0.612,62,24,0,0,3,0,0,Left,No
22,1896,P,Al Orth,23,25,85,82,12,21,3,3,1,13,2,0,3,11,0.256,0.282,0.402,0.685,80,33,0,0,0,0,0,Left,No
23,1896,P,Harry Keener?,27,16,52,51,6,16,4,0,0,7,3,0,1,6,0.314,0.327,0.392,0.719,90,20,0,0,0,0,0,Right,No
24,1896,P,Ad Gumbert,28,11,35,34,7,9,1,1,1,7,1,0,0,3,0.265,0.265,0.441,0.706,85,15,0,0,1,0,0,Right,No
25,1896,P,Willie McGill?,22,12,33,29,4,6,1,1,0,2,0,0,2,3,0.207,0.258,0.31,0.568,50,9,0,0,2,0,0,Right,No
26,1896,P,Con Lucid?,22,5,17,16,0,2,0,0,0,0,1,0,0,3,0.125,0.125,0.125,0.25,-34,2,0,0,1,0,0,Right,No
27,1896,P,George Wheeler,26,3,9,9,1,1,0,0,0,0,0,0,0,0,0.111,0.111,0.111,0.222,-41,1,0,0,0,0,0,Right,Yes
28,1896,P,Ned Garvin,22,2,6,6,0,0,0,0,0,1,0,0,0,4,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
29,1896,P,Bert Inks,25,3,5,5,1,1,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,6,1,0,0,0,0,0,Left,No
30,1896,P,Bill Wittrock?,26,2,4,3,0,0,0,0,0,0,0,0,0,1,0.0,0.25,0.0,0.25,-31,0,0,1,0,0,0,Right,No
31,1896,P,Jerry Nops,21,1,4,4,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Left,No
32,1896,P,Charlie Jordan?,24,2,2,2,1,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1.0,165,1,0,0,0,0,0,Right,No
1,1895,C,Jack Clements,30,88,355,322,64,127,27,2,13,75,3,0,22,7,0.394,0.446,0.612,1.058,170,197,0,8,3,0,0,Left,No
2,1895,1B,Jack Boyle,28,133,625,565,90,143,17,4,0,67,13,0,35,23,0.253,0.302,0.297,0.6,54,168,0,5,20,0,0,Right,No
3,1895,2B,Bill Hallman,28,124,592,539,94,169,26,5,1,91,16,0,34,20,0.314,0.359,0.386,0.745,91,208,0,4,15,0,0,Right,No
4,1895,SS,Joe Sullivan?,25,94,418,373,75,126,7,3,2,50,15,0,24,20,0.338,0.395,0.389,0.783,101,145,0,11,10,0,0,Right,No
5,1895,3B,Lave Cross,29,125,589,535,95,145,26,9,2,101,21,0,35,8,0.271,0.319,0.364,0.684,75,195,0,3,16,0,0,Right,No
6,1895,OF,Ed Delahanty,27,116,578,480,149,194,49,10,11,106,46,0,86,31,0.404,0.5,0.617,1.117,186,296,0,6,6,0,0,Right,No
7,1895,OF,Sam Thompson,35,119,576,538,131,211,45,21,18,165,27,0,31,11,0.392,0.43,0.654,1.085,176,352,0,5,2,0,0,Left,No
8,1895,OF,Billy Hamilton,29,123,629,517,166,201,22,6,7,74,97,0,96,30,0.389,0.49,0.495,0.985,153,256,0,7,9,0,0,Left,No
9,1895,OF,Tuck Turner,28,59,239,210,51,81,8,6,2,43,14,0,25,11,0.386,0.453,0.51,0.963,147,107,0,1,3,0,0,Right,Yes
10,1895,SS,Charlie Reilly,28,49,208,179,28,48,6,1,0,25,7,0,13,12,0.268,0.335,0.313,0.648,67,56,0,5,11,0,0,Right,Yes
11,1895,C,Mike Grady,25,46,143,123,21,40,3,1,1,23,5,0,14,8,0.325,0.407,0.39,0.797,105,48,0,3,3,0,0,Right,No
12,1895,C,Dick Buckley,36,38,130,112,20,28,6,1,0,14,2,0,9,17,0.25,0.333,0.321,0.655,68,36,0,5,4,0,0,Right,No
13,1895,IF,Art Madison,24,11,36,34,6,12,3,0,0,8,4,0,1,1,0.353,0.371,0.441,0.813,108,15,0,0,1,0,0,Right,No
14,1895,P,Kid Carsey,22,44,168,141,24,41,2,0,0,20,2,0,15,12,0.291,0.363,0.305,0.668,72,43,0,1,11,0,0,Left,No
15,1895,P,Jack Taylor,22,42,165,155,26,45,11,2,3,35,3,0,7,18,0.29,0.329,0.445,0.774,98,69,0,2,1,0,0,Right,No
16,1895,P,Willie McGill?,21,20,70,63,7,14,6,0,0,11,0,0,6,3,0.222,0.29,0.317,0.607,56,20,0,0,1,0,0,Right,No
17,1895,P,Al Orth,22,11,48,45,8,16,4,0,1,13,0,0,1,6,0.356,0.37,0.511,0.881,125,23,0,0,2,0,0,Left,No
18,1895,P,Tom Smith,23,11,36,33,1,8,1,0,0,3,0,0,3,6,0.242,0.306,0.273,0.578,49,9,0,0,0,0,0,Right,No
19,1895,P,Con Lucid?,21,10,35,29,8,10,3,1,0,5,0,0,3,5,0.345,0.441,0.517,0.958,145,15,0,2,1,0,0,Right,No
20,1895,P,Henry Lampe,22,7,18,16,1,2,0,1,0,0,0,0,2,6,0.125,0.222,0.25,0.472,21,4,0,0,0,0,0,Right,No
21,1895,P,Ernie Beam?,28,10,12,11,2,2,0,0,0,0,1,0,0,4,0.182,0.25,0.182,0.432,12,2,0,1,0,0,0,Right,No
22,1895,P,Deke White,22,3,9,8,0,1,0,0,0,1,0,0,0,0,0.125,0.125,0.125,0.25,-36,1,0,0,1,0,0,Right,Yes
23,1895,P,George Hodson,27,4,6,5,1,0,0,0,0,0,0,0,1,2,0.0,0.167,0.0,0.167,-55,0,0,0,0,0,0,Right,No
24,1895,P,Gus Weyhing,28,2,4,4,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0,0,0,0,0,0,Right,No
1,1894,C,Jack Clements,29,48,208,171,26,60,6,5,3,36,6,0,26,9,0.351,0.459,0.497,0.956,135,85,0,8,3,0,0,Left,No
2,1894,1B,Jack Boyle,27,117,577,510,103,153,23,10,4,89,23,0,46,27,0.3,0.361,0.408,0.769,89,208,0,3,18,0,0,Right,No
3,1894,2B,Bill Hallman,27,122,582,519,111,162,20,8,0,69,36,0,37,15,0.312,0.363,0.382,0.744,83,198,0,4,22,0,0,Right,No
4,1894,SS,Joe Sullivan?,24,77,346,312,65,110,10,8,3,63,12,0,24,10,0.353,0.408,0.465,0.872,114,145,0,5,5,0,0,Right,No
5,1894,3B,Lave Cross,28,122,593,542,128,210,34,10,7,132,23,0,31,7,0.387,0.424,0.526,0.949,132,285,0,3,17,0,0,Right,No
6,1894,OF,Ed Delahanty,26,116,567,494,148,200,39,19,4,133,22,0,61,16,0.405,0.477,0.585,1.062,160,289,0,7,5,0,0,Right,No
7,1894,OF,Sam Thompson,34,102,502,451,114,187,32,28,13,149,27,0,42,13,0.415,0.466,0.696,1.162,182,314,0,1,8,0,0,Left,No
8,1894,OF,Billy Hamilton,28,132,702,558,198,225,25,15,4,90,100,0,128,19,0.403,0.521,0.523,1.044,157,292,0,9,7,0,0,Left,No
